,time,HR
1343,22:56:00,80.0
1344,22:57:00,82.0
1345,22:58:00,78.0
1346,22:59:00,84.0
1347,23:00:00,76.0
1348,23:01:00,79.0
1349,23:02:00,82.0
1350,23:03:00,81.0
1351,23:04:00,84.0
1352,23:05:00,78.0
1353,23:06:00,76.0
1354,23:07:00,77.0
1355,23:08:00,81.0
1356,23:09:00,78.0
1357,23:10:00,77.0
1358,23:11:00,82.0
1359,23:12:00,83.0
1360,23:13:00,82.0
1361,23:14:00,80.0
1362,23:15:00,83.0
1363,23:16:00,83.0
1364,23:17:00,85.0
1365,23:18:00,79.0
1366,23:19:00,82.0
1367,23:20:00,80.0
1368,23:21:00,80.0
1369,23:22:00,83.0
1370,23:23:00,82.0
1371,23:24:00,100.0
1372,23:25:00,100.0
1373,23:26:00,98.0
1374,23:27:00,94.0
1375,23:28:00,86.0
1376,23:29:00,84.0
1377,23:30:00,83.0
1378,23:31:00,83.0
1379,23:32:00,84.0
1380,23:33:00,82.0
1381,23:34:00,83.0
1382,23:35:00,85.0
1383,23:36:00,81.0
1384,23:37:00,82.0
1385,23:38:00,86.0
1386,23:39:00,84.0
1387,23:40:00,79.0
1388,23:41:00,82.0
1389,23:42:00,76.0
1390,23:43:00,77.0
1391,23:44:00,80.0
1392,23:45:00,79.0
1393,23:46:00,82.0
1394,23:47:00,88.0
1395,23:48:00,93.0
1396,23:49:00,89.0
1397,23:50:00,80.0
1398,23:51:00,82.0
1399,23:52:00,83.0
1400,23:53:00,85.0
1401,23:54:00,80.0
1402,23:55:00,81.0
1403,23:56:00,80.0
1404,23:57:00,83.0
1405,23:58:00,81.0
1406,23:59:00,81.0
